sport_type,knee_flexion,hip_angle,elbow_angle,shoulder_rotation,trunk_lean,knee_valgus_angle,symmetry,flag_knee_hyperext,flag_knee_valgus,flag_trunk_lean,flag_low_symmetry,risk_level
BADMINTON,68.99,99.06,131.72,27.89,34.45,163.78,0.632,0,0,1,1,1
GYMNASTICS,27.89,76.5,128.36,113.71,85.16,141.23,0.1197,1,1,0,1,3
TRACK,91.79,99.44,152.2,62.91,10.06,177.13,0.8125,0,0,0,0,0
HOCKEY,82.41,102.32,166.76,28.9,28.53,166.84,0.8127,1,0,0,0,1
HOCKEY,58.57,96.57,129.31,52.52,65.97,133.13,0.1494,1,0,1,1,3
CRICKET,79.99,105.14,104.91,25.15,16.92,173.89,0.8104,0,0,1,1,1
TRACK,93.93,120.07,160.38,80.63,33.19,172.08,0.7821,0,1,0,0,0
TENNIS,168.88,103.52,158.29,35.77,2.76,180.49,0.8622,0,0,0,0,0
VOLLEYBALL,155.3,100.45,126.79,76.06,3.79,164.27,0.8507,0,0,0,0,0
OTHER,25.21,100.79,93.27,157.83,42.29,125.37,0.2126,0,1,1,1,3
BADMINTON,34.27,68.0,83.55,59.03,77.79,142.78,0.1428,1,1,1,1,3
HOCKEY,24.73,42.61,137.05,45.33,88.05,144.9,0.3547,1,1,1,1,3
BADMINTON,121.43,87.17,114.42,136.34,50.07,150.79,0.6057,1,1,1,0,2
SOCCER,105.69,115.55,93.87,103.33,39.29,152.74,0.4917,1,1,1,0,2
BASKETBALL,61.75,91.84,75.46,105.48,85.28,141.17,0.3206,1,0,1,1,3
BOXING,109.15,111.91,134.97,75.31,48.21,151.54,0.4554,1,1,0,1,2
OTHER,91.27,99.17,147.43,92.94,41.74,160.12,0.7875,0,1,0,0,1
TRACK,22.6,109.17,130.82,95.38,79.12,150.03,0.2973,1,1,1,0,3
AMERICAN_FOOTBALL,58.2,143.9,111.56,71.7,56.29,161.29,0.6373,1,1,1,0,2
VOLLEYBALL,164.37,85.7,99.97,59.2,12.6,155.32,0.6166,0,1,0,0,1
AMERICAN_FOOTBALL,87.45,91.44,172.06,91.03,12.06,166.43,0.9247,0,0,0,0,0
BADMINTON,88.17,87.27,80.22,122.33,35.71,164.99,0.4987,1,0,1,0,2
GYMNASTICS,71.25,83.7,151.98,133.1,52.27,143.89,0.2628,1,1,0,1,3
BADMINTON,139.89,122.73,125.42,41.13,17.56,164.77,0.6716,0,1,0,0,1
BOXING,53.0,59.52,126.29,142.25,84.08,122.45,0.2083,0,1,1,1,3
HOCKEY,35.16,51.6,148.97,120.85,73.92,129.45,0.1966,1,1,1,0,3
CYCLING,153.66,111.57,173.23,97.5,5.85,162.63,0.9289,0,0,0,0,0
RUGBY,36.13,40.17,75.18,114.54,88.65,134.06,0.3705,1,1,0,1,3
BASEBALL,155.51,128.28,130.97,91.5,0.61,175.99,0.8296,0,0,0,0,0
GYMNASTICS,130.97,120.61,148.2,98.03,33.82,174.83,0.7105,0,0,0,0,0
CRICKET,62.35,38.37,135.68,134.92,74.62,132.34,0.2761,1,1,1,1,3
SWIMMING,66.38,157.86,88.8,109.23,16.68,169.95,0.6808,1,0,0,1,1
HOCKEY,160.52,163.9,98.77,101.71,35.72,160.87,0.7766,1,0,0,0,1
HOCKEY,79.45,78.09,129.13,59.49,44.19,141.76,0.3002,1,1,0,1,3
VOLLEYBALL,109.63,122.22,154.15,105.58,25.69,164.99,0.5679,1,1,1,0,2
WRESTLING,98.32,84.03,116.86,29.2,11.82,160.28,0.7813,0,1,0,0,1
BASEBALL,56.12,114.31,137.39,32.92,64.95,146.44,0.452,0,1,0,1,2
OTHER,138.65,164.03,96.15,81.99,11.11,172.57,0.6975,0,1,0,0,1
TENNIS,147.23,92.72,91.91,68.69,18.73,177.44,0.8109,0,0,0,0,0
OTHER,130.25,161.29,173.83,85.5,35.26,169.2,0.6275,0,1,0,0,1
TENNIS,99.64,162.19,172.41,69.97,37.88,170.65,0.6549,0,1,0,0,1
BADMINTON,95.39,102.72,82.54,83.96,31.69,162.06,0.6471,1,1,1,0,2
CYCLING,113.56,102.19,157.67,115.08,25.28,156.48,0.7835,1,1,0,0,1
CRICKET,61.44,129.47,126.31,33.62,56.69,157.68,0.5139,0,1,0,1,2
AMERICAN_FOOTBALL,80.49,66.51,124.13,96.23,54.6,136.39,0.3689,1,1,1,1,3
SWIMMING,117.18,140.38,167.28,132.58,59.43,146.52,0.5618,1,1,1,1,2
CRICKET,99.02,68.11,162.44,46.09,60.75,159.88,0.4381,1,0,1,1,2
BOXING,71.95,101.45,96.45,97.45,69.2,121.29,0.124,0,1,1,1,3
SOCCER,148.64,103.14,111.7,82.85,17.73,164.68,0.747,1,0,0,0,1
GYMNASTICS,60.31,56.98,153.21,47.06,53.46,132.73,0.5193,1,1,1,1,3
VOLLEYBALL,108.69,129.72,113.47,31.47,5.72,164.32,0.7458,0,0,0,0,0
AMERICAN_FOOTBALL,49.26,72.42,128.42,46.09,57.11,138.16,0.139,1,1,1,1,3
SOCCER,141.66,151.83,158.68,46.61,12.88,162.26,0.7391,0,0,0,0,0
AMERICAN_FOOTBALL,80.17,67.09,80.69,47.53,61.6,153.42,0.5675,0,1,0,1,2
BADMINTON,105.57,99.6,120.7,26.24,48.15,156.38,0.4455,1,0,1,0,2
SOCCER,80.46,94.05,104.43,85.96,56.4,156.24,0.4353,0,1,0,1,2
HOCKEY,107.7,78.74,80.89,60.11,59.77,163.89,0.6246,1,0,1,1,2
RUGBY,88.89,132.85,89.16,72.99,43.9,156.44,0.7202,1,0,0,0,1
RUGBY,121.46,90.72,164.4,73.34,27.71,175.35,0.9947,0,0,0,0,0
CRICKET,85.61,107.49,135.5,110.27,76.21,125.81,0.1821,1,1,1,1,3
BOXING,89.47,37.92,114.51,101.13,85.64,122.91,0.4595,1,1,1,1,3
CYCLING,155.11,171.04,110.25,80.91,10.49,166.24,0.8763,0,0,0,0,0
BADMINTON,75.17,126.34,167.14,59.48,27.14,159.35,0.429,1,0,1,1,2
TRACK,78.37,147.44,153.14,92.77,45.66,160.09,0.7387,1,1,0,0,1
TRACK,135.85,142.3,141.44,104.41,40.28,156.92,0.7003,0,0,0,1,1
AMERICAN_FOOTBALL,38.54,90.32,143.87,62.9,54.15,136.02,0.4927,1,1,1,1,3
RUGBY,97.29,103.63,168.82,36.65,12.95,172.98,0.8788,0,0,0,0,0
GYMNASTICS,135.15,114.01,86.17,125.69,27.74,163.27,0.5773,0,1,0,1,2
CRICKET,111.1,159.47,110.13,22.25,32.55,179.89,0.7419,0,0,0,0,0
BASEBALL,24.22,101.1,153.22,39.46,79.92,126.06,0.3863,1,1,1,1,3
CRICKET,118.76,159.89,102.34,46.08,29.37,169.81,0.9582,0,0,0,0,0
RUGBY,82.45,88.98,152.01,43.24,47.13,158.56,0.611,1,0,0,1,1
OTHER,122.68,127.02,98.33,47.63,24.39,164.98,0.69,0,1,0,0,1
BADMINTON,143.49,144.13,141.31,95.77,60.74,162.97,0.5064,1,0,1,1,2
OTHER,68.66,74.02,84.3,126.41,85.51,141.48,0.3282,1,1,1,1,3
VOLLEYBALL,121.23,97.0,130.25,72.61,41.48,147.25,0.5572,1,1,1,0,2
BASEBALL,77.31,55.57,78.6,121.44,78.37,138.12,0.209,1,1,1,1,3
TENNIS,110.6,114.66,130.13,109.03,48.78,164.74,0.6719,0,1,0,0,1
SOCCER,111.46,109.31,80.84,89.2,48.22,160.53,0.6739,0,0,1,1,2
WRESTLING,85.28,140.98,105.49,109.2,13.29,164.44,0.6266,0,1,0,0,1
BADMINTON,90.23,105.58,106.8,115.8,50.72,141.33,0.4996,1,1,1,1,3
BASKETBALL,157.52,95.48,91.01,116.92,12.6,170.36,0.63,0,0,1,0,1
BADMINTON,143.67,88.09,150.32,117.31,45.26,156.68,0.7968,0,1,0,0,1
SOCCER,49.98,52.12,90.26,108.54,66.55,142.48,0.2634,1,0,1,1,3
BOXING,49.48,97.41,87.97,85.03,55.94,139.69,0.4557,1,1,1,1,3
CRICKET,141.68,88.29,85.14,69.55,46.44,163.56,0.4665,0,1,0,1,2
HOCKEY,142.97,76.97,98.01,71.78,36.18,149.03,0.6295,0,1,1,0,2
CYCLING,140.84,95.87,148.36,110.78,46.8,146.01,0.5341,1,0,1,0,2
BASKETBALL,96.02,140.26,168.25,25.55,52.73,155.55,0.4849,0,1,1,1,2
WRESTLING,71.85,99.21,117.69,51.26,31.41,164.62,0.5528,1,0,0,1,2
CRICKET,81.53,100.05,106.61,46.39,82.88,133.48,0.4383,0,1,1,1,3
BASKETBALL,88.63,71.18,79.44,138.49,80.04,142.89,0.4685,1,1,1,1,3
GYMNASTICS,79.33,124.17,127.81,83.33,35.15,153.43,0.4823,1,1,0,0,2
RUGBY,101.76,88.56,125.05,62.77,48.4,170.51,0.6428,0,1,0,0,1
SWIMMING,79.6,102.62,120.05,55.83,73.78,141.27,0.5149,1,1,1,1,3
OTHER,122.08,134.64,125.16,45.09,7.82,166.37,0.86,0,0,0,0,0
BASEBALL,133.05,168.9,128.76,63.77,25.06,169.23,0.7437,0,0,0,0,0
CRICKET,149.59,126.86,170.47,75.58,18.01,166.11,0.7435,0,0,0,0,0
HOCKEY,105.73,158.83,117.6,102.51,40.91,160.76,0.7826,0,1,0,0,1
BASEBALL,126.27,95.0,132.72,45.43,11.63,179.98,0.941,0,1,0,0,0
BASEBALL,107.76,144.72,127.78,100.93,51.1,145.57,0.4398,1,0,1,0,2
AMERICAN_FOOTBALL,81.0,104.4,94.4,112.08,34.14,157.04,0.7633,0,1,0,0,1
BOXING,147.99,106.79,124.07,114.25,43.95,163.18,0.6116,0,1,0,0,1
RUGBY,102.37,108.74,129.3,42.04,5.32,164.63,0.7083,0,0,0,0,0
HOCKEY,143.47,171.11,114.77,28.4,8.58,178.48,0.9817,0,0,0,0,0
OTHER,118.45,152.33,130.61,21.75,1.41,178.22,0.8161,0,0,0,0,0
RUGBY,55.99,69.98,100.82,28.68,82.44,120.53,0.1207,1,1,0,1,3
CRICKET,65.24,66.23,143.26,126.61,47.36,127.27,0.1671,1,1,1,1,3
RUGBY,56.44,95.11,151.33,139.68,72.02,139.06,0.2364,1,1,1,1,3
SWIMMING,144.14,162.51,147.86,96.65,22.76,175.66,0.737,0,0,0,0,0
TRACK,136.95,161.94,141.93,119.92,42.43,162.33,0.5813,0,1,0,0,1
BADMINTON,99.78,144.68,165.71,83.99,52.99,153.86,0.4745,1,1,0,0,2
SOCCER,158.54,94.24,123.25,78.86,28.21,167.32,0.9602,0,0,0,0,0
VOLLEYBALL,157.89,117.91,172.2,56.81,11.54,163.62,0.848,0,0,0,0,0
BADMINTON,95.46,104.98,139.38,112.51,41.46,168.16,0.6393,1,0,1,0,1
AMERICAN_FOOTBALL,65.84,121.48,94.08,32.32,53.87,156.29,0.6768,1,0,1,1,2
BADMINTON,122.96,91.28,169.26,68.24,29.57,161.0,0.5228,1,1,0,1,2
SOCCER,62.95,51.09,79.4,110.16,65.49,141.79,0.1825,1,1,1,1,3
WRESTLING,102.7,167.78,100.25,55.57,6.39,179.85,0.795,0,0,0,0,0
SOCCER,57.39,54.75,84.41,116.05,74.93,125.16,0.3537,1,1,1,1,3
HOCKEY,72.31,92.68,110.62,88.95,26.22,154.07,0.4338,1,1,0,0,2
TENNIS,87.05,136.5,149.37,35.03,54.69,159.38,0.6676,1,1,1,1,2
BASEBALL,140.73,76.56,108.6,80.38,45.26,163.48,0.6203,1,0,1,0,2
BASKETBALL,112.67,92.7,113.25,28.77,41.63,169.88,0.6487,0,0,0,1,1
WRESTLING,92.57,156.37,152.19,28.71,11.43,174.27,0.7427,0,0,0,0,0
BADMINTON,128.41,141.63,140.92,43.16,9.98,175.8,0.7092,1,1,0,0,0
TENNIS,148.82,126.33,93.28,85.58,25.76,172.64,0.8584,0,0,0,0,0
CRICKET,83.25,62.86,110.62,69.68,83.38,139.54,0.1284,1,1,1,1,3
BADMINTON,138.16,124.59,168.61,34.72,34.68,159.99,0.4894,1,1,0,1,2
AMERICAN_FOOTBALL,70.27,47.5,129.19,87.96,70.19,145.32,0.1867,1,1,1,0,3
CRICKET,84.43,113.46,150.74,85.39,61.08,145.22,0.576,1,1,0,0,2
VOLLEYBALL,121.76,108.62,168.31,54.08,54.34,147.81,0.583,1,1,0,0,2
AMERICAN_FOOTBALL,59.61,95.3,156.65,113.68,46.74,154.46,0.5029,1,1,1,1,2
BOXING,53.4,62.69,81.54,89.8,62.4,151.8,0.1627,1,1,0,1,3
CYCLING,115.75,130.29,151.53,129.17,26.78,150.52,0.5426,1,1,1,1,2
AMERICAN_FOOTBALL,67.61,66.18,112.68,101.12,72.47,121.27,0.3469,1,1,1,1,3
WRESTLING,120.79,97.27,167.9,84.15,29.25,164.43,0.9789,1,0,0,0,0
CRICKET,67.54,66.45,144.12,76.71,79.46,134.0,0.4374,1,1,1,1,3
AMERICAN_FOOTBALL,77.12,40.2,125.29,93.36,63.38,127.11,0.2299,1,1,1,1,3
BASEBALL,161.58,143.03,112.71,27.8,21.6,171.28,0.8651,0,0,0,0,0
WRESTLING,84.41,108.46,102.36,65.81,44.48,162.18,0.6353,1,1,1,0,2
HOCKEY,157.05,155.97,158.76,94.82,8.79,170.28,0.9834,0,0,0,0,0
HOCKEY,24.59,93.31,149.72,21.99,89.67,131.38,0.3896,0,1,1,1,3
BOXING,120.01,137.3,154.49,52.7,29.51,169.81,0.7123,0,0,0,1,1
CRICKET,107.59,125.39,121.97,70.73,21.61,164.65,0.6988,0,0,0,1,1
VOLLEYBALL,42.03,90.2,109.63,148.53,53.74,147.67,0.4391,1,1,1,1,3
CRICKET,155.13,135.53,140.32,50.05,8.16,166.75,0.7752,0,0,0,0,0
HOCKEY,96.54,87.2,98.91,122.49,77.51,130.47,0.5107,1,1,1,1,3
CYCLING,29.42,74.75,110.14,48.54,82.02,149.38,0.2349,0,1,1,1,3
BOXING,81.65,42.23,78.54,109.11,65.99,137.42,0.4962,0,1,1,1,3
BADMINTON,147.68,165.77,143.13,94.99,36.71,180.68,0.9399,0,0,0,0,0
BADMINTON,90.03,139.15,151.71,30.96,30.04,168.53,0.7088,0,1,0,1,1
SOCCER,146.6,102.25,85.98,84.39,30.16,169.26,0.6366,1,1,0,0,1
WRESTLING,67.65,43.4,135.08,140.94,40.45,141.85,0.2484,1,1,1,1,3
BADMINTON,152.53,143.41,126.87,73.07,47.25,161.72,0.5942,1,1,0,0,1
HOCKEY,71.18,109.15,125.29,26.64,39.96,153.25,0.6258,0,0,1,1,2
SWIMMING,76.75,123.25,99.48,122.0,57.35,154.95,0.5875,0,0,1,1,2
BADMINTON,140.5,156.7,138.6,69.55,34.51,181.41,0.905,0,0,0,0,0
SOCCER,94.91,99.85,122.4,56.52,35.15,162.91,0.7395,0,0,0,0,0
CRICKET,63.64,83.99,97.35,72.94,47.92,129.58,0.3822,1,1,0,1,3
BASKETBALL,97.25,89.94,101.72,46.4,39.36,165.14,0.581,0,1,0,0,1
HOCKEY,79.75,71.47,165.95,121.0,42.48,160.84,0.4258,1,1,0,1,2
AMERICAN_FOOTBALL,88.4,162.39,131.61,55.53,37.38,180.02,0.7834,0,0,0,0,0
OTHER,29.07,60.78,125.19,64.04,87.53,145.53,0.1526,0,1,1,1,3
SWIMMING,145.42,90.88,128.82,22.3,29.2,180.49,0.8982,0,0,0,0,0
BASKETBALL,112.5,124.78,106.37,78.15,23.03,179.23,0.8187,0,0,0,0,0
SWIMMING,27.43,64.84,130.23,153.96,52.04,126.46,0.1264,1,1,1,1,3
TRACK,146.01,155.62,152.81,83.53,36.15,162.74,0.6296,0,1,0,0,1
VOLLEYBALL,147.97,133.4,145.37,86.61,35.5,175.57,0.71,0,0,0,0,0
RUGBY,62.47,91.76,101.29,120.76,60.42,146.69,0.5168,1,1,1,1,3
CRICKET,109.02,122.16,169.69,57.74,11.64,168.38,0.6547,1,0,0,1,1
SOCCER,144.68,159.77,174.85,104.81,15.21,165.8,0.8047,0,0,0,1,1
CYCLING,115.64,117.08,107.11,119.15,12.74,172.96,0.766,1,1,0,0,1
WRESTLING,111.74,80.0,152.62,75.4,22.11,163.58,0.6806,0,1,0,0,1
AMERICAN_FOOTBALL,128.36,94.62,169.65,24.0,23.71,172.9,0.6979,0,0,1,0,1
TENNIS,78.33,130.77,105.02,128.85,50.66,159.3,0.6012,0,1,0,1,2
VOLLEYBALL,92.56,92.96,144.74,73.21,6.11,167.23,0.8846,0,0,0,0,0
CRICKET,45.23,65.79,148.37,129.88,42.5,129.52,0.1151,0,1,1,1,3
BADMINTON,77.3,45.49,120.55,71.14,47.43,137.08,0.1142,1,1,1,1,3
TRACK,102.66,99.45,105.46,64.63,11.82,174.9,0.6641,0,0,0,1,1
OTHER,101.3,120.2,168.39,39.32,27.23,178.38,0.8313,0,1,0,0,0
CYCLING,147.91,87.35,97.73,33.64,45.95,162.9,0.7193,1,1,0,0,1
AMERICAN_FOOTBALL,92.23,99.57,101.54,60.79,25.27,159.47,0.4283,1,1,1,1,2
HOCKEY,68.22,97.69,149.67,51.15,59.04,149.45,0.124,0,1,1,1,3
VOLLEYBALL,87.12,165.94,111.86,36.66,30.58,163.52,0.7517,0,0,0,0,0
OTHER,116.82,90.61,115.44,31.69,58.93,146.71,0.6544,1,1,0,1,2
TENNIS,102.58,103.77,110.86,45.56,47.95,162.06,0.4342,0,1,1,0,2
CYCLING,133.05,69.78,83.83,113.16,49.29,151.06,0.6509,0,1,1,0,2
RUGBY,117.75,147.62,117.78,73.41,24.9,176.58,0.9299,0,0,0,0,0
WRESTLING,90.8,98.13,140.03,60.62,37.64,156.0,0.6115,1,1,1,1,2
BASKETBALL,37.44,91.43,126.47,101.13,82.04,150.14,0.4776,1,1,1,1,3
AMERICAN_FOOTBALL,20.93,50.42,80.66,130.92,87.08,143.65,0.4302,1,1,1,0,3
BASEBALL,94.27,103.21,137.93,20.69,32.62,164.33,0.8471,0,0,0,0,0
BADMINTON,79.38,136.85,137.75,26.61,38.39,174.08,0.6677,0,1,0,0,1
TENNIS,82.63,132.49,134.32,61.94,38.55,170.66,0.7345,0,1,0,0,1
SWIMMING,21.5,51.22,77.95,156.12,47.15,128.84,0.449,1,1,1,1,3
CYCLING,32.48,50.41,98.22,109.2,83.76,151.58,0.1479,1,1,1,1,3
RUGBY,94.63,153.81,125.7,101.24,29.85,158.0,0.59,1,1,0,0,1
BOXING,126.72,97.21,114.89,115.39,61.67,149.31,0.593,1,1,1,1,2
AMERICAN_FOOTBALL,45.89,57.54,96.18,23.88,51.71,125.51,0.3406,1,1,1,1,3
GYMNASTICS,75.24,78.29,96.46,155.46,52.44,122.89,0.4035,1,1,1,0,3
AMERICAN_FOOTBALL,56.94,98.14,124.29,68.94,64.56,152.8,0.4543,1,1,0,0,2
BASEBALL,53.13,40.76,111.78,76.48,62.82,128.02,0.1323,1,1,0,1,3
CRICKET,125.03,167.98,157.05,97.95,34.6,168.57,0.7446,0,0,0,0,0
BADMINTON,67.62,117.13,112.5,67.91,39.29,155.41,0.4504,1,1,0,1,2
HOCKEY,81.19,122.52,109.45,96.31,33.64,170.22,0.8159,0,1,0,0,1
BASEBALL,106.91,76.14,117.03,57.51,44.7,158.68,0.6754,1,1,1,1,2
SWIMMING,74.61,135.15,142.29,89.71,10.02,155.35,0.6556,0,0,0,1,1
RUGBY,143.47,129.26,94.78,33.58,13.93,173.29,0.7408,0,0,0,0,0
VOLLEYBALL,147.98,82.3,99.17,64.09,43.95,167.96,0.6301,0,1,0,0,1
BASKETBALL,92.42,96.75,134.1,40.77,41.17,162.79,0.6601,1,0,0,1,2
TENNIS,89.25,151.18,135.8,98.39,27.6,171.53,0.6739,1,1,0,0,1
GYMNASTICS,129.35,160.89,130.49,26.65,40.82,166.28,0.7955,1,1,0,0,1
CYCLING,149.94,97.1,94.79,22.53,12.78,181.24,0.7519,0,0,0,0,0
CRICKET,76.84,136.85,94.03,53.48,11.39,164.4,0.7248,0,0,0,0,0
TRACK,111.18,124.97,119.65,99.71,50.84,155.73,0.631,1,1,1,1,2
TENNIS,77.94,71.3,106.49,153.73,66.21,142.15,0.4136,1,1,1,0,3
CRICKET,108.51,77.57,126.24,91.78,34.19,159.43,0.5381,0,0,1,1,2
OTHER,164.48,148.53,96.81,48.45,2.47,165.11,0.8362,0,0,0,0,0
RUGBY,70.35,71.21,87.38,123.21,69.12,141.0,0.4127,1,1,1,1,3
TENNIS,68.48,93.44,116.45,55.67,75.83,134.88,0.138,1,1,1,1,3
TENNIS,71.63,157.17,156.6,89.21,37.46,171.59,0.7097,0,1,0,0,1
RUGBY,62.02,113.29,109.36,86.55,27.47,164.68,0.4411,1,0,1,1,2
BADMINTON,162.69,84.28,106.55,22.53,30.37,167.42,0.6428,0,1,0,0,1
WRESTLING,161.35,164.98,157.98,37.84,20.2,167.12,0.9186,0,0,0,0,0
BASEBALL,129.76,98.88,162.57,46.94,39.58,171.28,0.6838,1,0,0,0,1
CYCLING,77.35,67.78,106.91,23.65,63.69,144.75,0.1134,0,1,1,1,3
BOXING,88.64,54.78,77.36,33.0,44.29,137.48,0.4893,1,1,1,0,3
VOLLEYBALL,85.68,50.78,122.93,84.4,66.16,125.63,0.5027,1,1,0,1,3
GYMNASTICS,123.47,157.13,146.51,90.32,18.35,166.79,0.7173,0,0,1,1,1
BADMINTON,37.79,99.02,86.87,38.75,40.96,145.61,0.5033,1,0,1,1,3
HOCKEY,90.07,111.98,151.29,79.36,14.67,166.22,0.6263,0,1,0,0,1
WRESTLING,98.4,37.51,85.2,59.34,67.5,144.4,0.2292,1,1,1,1,3
WRESTLING,103.35,136.06,163.22,112.82,58.4,164.62,0.5547,0,1,0,1,2
BASKETBALL,117.11,155.3,173.53,119.05,35.16,172.44,0.7818,1,0,0,0,1
BASEBALL,152.57,114.9,135.54,92.72,7.65,180.8,0.9914,0,0,0,0,0
BASKETBALL,85.3,98.17,97.82,60.06,80.79,146.48,0.1096,1,1,1,1,3
CRICKET,80.37,101.53,115.16,26.64,9.87,171.92,0.7062,0,0,0,0,0
BASKETBALL,59.53,87.64,136.5,74.35,52.03,151.4,0.2379,0,1,1,1,3
GYMNASTICS,72.38,100.2,148.38,94.02,40.78,159.5,0.4954,0,1,1,1,2
RUGBY,91.28,90.41,142.57,53.86,54.11,145.9,0.1067,1,1,0,1,3
CYCLING,134.47,143.3,85.25,21.29,58.67,164.12,0.4411,1,1,1,1,2
BASKETBALL,105.14,72.86,152.12,39.54,46.07,158.89,0.611,0,1,1,0,2
RUGBY,29.12,41.24,120.89,102.67,40.88,134.51,0.4246,1,1,1,1,3
OTHER,82.91,142.99,145.45,132.29,54.59,146.59,0.5916,0,1,1,0,2
TENNIS,127.39,172.88,170.01,50.79,30.77,179.7,0.7976,0,0,0,0,0
BASKETBALL,133.31,166.55,142.42,93.64,13.88,179.73,0.9065,0,0,0,0,0
TENNIS,72.29,162.18,140.12,48.8,25.11,158.09,0.6756,0,1,1,0,1
AMERICAN_FOOTBALL,137.21,157.02,168.61,99.8,33.39,174.73,0.8029,0,0,0,0,0
TRACK,120.73,145.3,126.39,73.28,19.85,162.49,0.7019,0,0,1,0,1
CYCLING,74.52,116.22,127.84,44.67,63.79,163.17,0.643,1,1,0,0,2
HOCKEY,69.03,85.62,114.07,56.22,28.52,158.47,0.437,1,0,1,1,2
VOLLEYBALL,143.68,73.53,163.15,127.54,31.61,146.91,0.5681,1,1,1,0,2
AMERICAN_FOOTBALL,97.34,157.22,161.06,32.9,12.91,163.46,0.8361,0,0,0,0,0
HOCKEY,108.83,100.44,115.88,72.32,64.25,148.24,0.4397,1,1,1,1,2
TENNIS,60.94,109.27,123.17,125.45,71.48,142.74,0.1092,1,1,1,1,3
BASKETBALL,113.22,143.57,132.07,70.22,21.83,157.39,0.7115,1,1,0,0,1
BADMINTON,136.91,154.12,128.48,75.36,35.55,181.09,0.9263,0,1,0,0,0
SWIMMING,98.81,105.24,122.42,96.12,2.4,166.58,0.7956,0,0,0,0,0
AMERICAN_FOOTBALL,146.33,141.25,107.8,73.79,9.88,177.09,0.9213,0,0,0,0,0
OTHER,101.42,112.28,104.54,59.3,28.54,163.0,0.865,0,1,0,0,0
VOLLEYBALL,101.13,109.37,144.12,30.35,10.29,161.95,0.7423,1,0,0,0,1
CYCLING,91.15,96.99,110.5,44.09,27.28,173.19,0.7009,1,0,0,0,1
AMERICAN_FOOTBALL,105.43,125.47,147.6,49.95,59.66,158.02,0.4987,1,1,1,0,2
CRICKET,157.98,124.27,141.61,23.75,34.05,172.25,0.7434,0,1,0,0,1
BADMINTON,77.18,56.1,126.64,22.02,59.38,126.15,0.2241,1,1,1,1,3
BOXING,77.96,88.78,163.52,69.4,41.21,154.28,0.4733,1,0,1,0,2
TRACK,55.61,93.66,102.05,108.15,45.93,152.88,0.544,1,1,1,1,2
WRESTLING,94.04,73.84,114.41,116.3,32.05,148.55,0.4526,1,1,0,1,2
CRICKET,133.77,162.77,129.79,21.12,36.51,162.39,0.8834,0,0,0,0,0
BADMINTON,70.84,90.4,157.75,46.17,44.73,154.64,0.5483,1,1,0,0,2
BASKETBALL,129.44,142.94,162.74,49.76,59.5,157.98,0.4566,1,1,1,0,2
BASKETBALL,83.82,97.02,128.0,38.28,62.57,164.36,0.5891,0,1,1,1,2
SOCCER,73.28,66.14,153.28,115.82,34.9,158.99,0.4392,0,1,0,1,2
CYCLING,79.36,91.46,152.38,42.59,35.37,180.0,0.7526,0,0,0,0,0
GYMNASTICS,73.53,144.66,126.78,109.48,23.07,164.83,0.7775,0,1,0,0,1
AMERICAN_FOOTBALL,58.22,45.25,130.94,55.67,81.3,130.7,0.1814,1,0,1,1,3
BADMINTON,143.05,116.1,129.83,101.9,43.22,145.61,0.4811,1,1,0,0,2
TRACK,96.76,104.37,76.49,47.62,57.63,125.33,0.1596,1,0,1,1,3
BASKETBALL,100.01,107.88,128.78,79.09,45.22,165.96,0.7577,0,1,0,0,1
BADMINTON,148.7,118.76,145.64,74.71,28.49,160.34,0.5925,1,1,0,0,1
CYCLING,114.27,65.06,144.88,42.26,28.45,157.59,0.5958,1,1,1,0,2
BADMINTON,142.63,70.07,84.48,31.37,46.25,154.7,0.4783,0,1,1,1,2
BOXING,95.34,137.85,127.18,83.42,15.97,171.59,0.9947,0,0,0,0,0
CYCLING,115.6,86.53,155.66,90.63,41.64,160.23,0.7749,1,0,1,0,1
GYMNASTICS,23.85,67.8,86.46,107.06,58.65,130.04,0.3373,0,1,1,1,3
RUGBY,163.5,120.92,121.97,95.36,9.55,173.3,0.95,0,0,0,0,0
HOCKEY,109.51,71.8,127.94,105.2,55.3,148.81,0.5009,1,1,1,0,2
TENNIS,118.13,82.85,174.62,113.64,25.62,167.87,0.7274,0,1,0,0,1
BOXING,88.81,109.07,156.75,78.22,14.44,167.83,0.9109,0,0,0,0,0
VOLLEYBALL,140.03,140.21,166.69,41.01,20.53,176.67,0.9696,0,0,0,0,0
GYMNASTICS,33.32,51.0,133.03,65.63,73.75,147.74,0.4038,1,1,1,0,3
CYCLING,91.2,98.71,161.58,47.61,19.94,163.82,0.9506,0,0,0,0,0
CYCLING,108.22,154.19,125.85,39.47,32.21,174.35,0.7755,0,0,0,0,0
RUGBY,27.21,86.51,98.35,158.73,75.86,148.47,0.4068,1,1,1,1,3
RUGBY,52.23,78.56,107.72,29.71,78.18,135.16,0.1741,0,1,1,1,3
CYCLING,121.43,143.09,127.4,74.19,26.82,176.0,0.9708,0,0,0,0,0
WRESTLING,132.78,131.58,113.99,38.81,30.75,156.31,0.7905,0,0,1,1,1
BOXING,147.68,91.06,104.74,117.6,45.36,163.8,0.6296,0,1,1,0,1
RUGBY,72.17,73.4,81.28,134.38,31.71,162.92,0.4495,1,0,0,1,2
